cst_id_di,MRC_ID_DI
90000008381,0000
90000008393,0000
90000008427,0000
90000008436,0000
90000008448,0007
90000008465,0000
90000008540,0000
90000008697,0001
90000008724,0000
90000008740,0007
90000008751,0000
90000008805,0000
90000008807,0000
90000008851,0000
90000008854,0000
90000008911,0005
90000008917,0000
90000009041,0000
90000009042,0006
90000009134,0000
90000009272,0000
90000009300,0000
90000009317,0000
90000009350,0007
90000009389,0008
90000009393,0000
90000009482,0000
90000009516,0000
90000009532,0007
90000009534,0000
90000009605,0000
90000009662,0000
90000009681,0000
90000009902,0000
90000009958,0000
90000009989,0008
90000010008,0009
90000010009,0007
90000010039,0000
90000010042,0000
90000010161,0000
90000010216,0000
90000010275,0000
90000010279,0000
90000010337,0000
90000010340,0000
90000010351,0001
90000010485,0000
90000010533,0001
90000010555,0000
90000010746,0000
90000010747,0000
90000010770,0000
90000010809,0007
90000010939,0000
90000010976,0000
90000011129,0000
90000011177,0000
90000011210,0007
90000011219,0000
90000011253,0000
90000011319,0005
90000011333,0000
90000011368,0000
90000011427,0000
90000011437,0000
90000011471,0000
90000011491,0006
90000011571,0000
90000011617,0000
90000011628,0000
90000011761,0000
90000011810,0003
90000011868,0000
90000011886,0000
90000011933,0007
90000011976,0000
90000012001,0000
90000012005,0006
90000012096,0000
90000012120,0000
90000012125,0000
90000012144,0000
90000012156,0000
90000012194,0000
90000012380,0000
90000012412,0000
90000012446,0000
90000012469,0007
90000012484,0000
90000012524,0000
90000012652,0000
90000012662,0000
90000012680,0005
90000012709,0000
90000012790,0000
90000012945,0000
90000012969,0000
90000013109,0000
90000013182,0000
90000013204,0000
90000013207,0000
90000013284,0000
90000013289,0000
90000013385,0000
90000013420,0000
90000013450,0000
90000013494,0000
90000013572,0000
90000013635,0000
90000013661,0000
90000013706,0000
90000013733,0005
90000013772,0007
90000013784,0000
90000013831,0000
90000013957,0000
90000014058,0000
90000014080,0000
90000014208,0000
90000014238,0000
90000014284,0000
90000014384,0007
90000014439,0000
90000014510,0007
90000014565,0008
90000014839,0000
90000014850,0000
90000014874,0000
90000014901,0007
90000014951,0000
90000014969,0000
90000014985,0000
90000015002,0000
90000015004,0000
90000015010,0000
90000015071,0000
90000015074,0000
90000015217,0000
90000015387,0000
90000015555,0007
90000015567,0007
90000015574,0000
90000015610,0000
90000015629,0006
90000015641,0000
90000015643,0000
90000015655,0007
90000015679,0000
90000015694,0000
90000015741,0007
90000015784,0000
90000015808,0000
90000015811,0007
90000015825,0006
90000015844,0007
90000015901,0000
90000015944,0000
90000015948,0000
90000015978,0000
90000016017,0000
90000016027,0000
90000016047,0008
90000016077,0000
90000016270,0000
90000016291,0000
90000016366,0007
90000016441,0008
90000016492,0007
90000016514,0000
90000016533,0000
90000016535,0000
90000016539,0000
90000016540,0000
90000016599,0000
90000016602,0000
90000016603,0000
90000016609,0000
90000016621,0000
90000016687,0000
90000016695,0000
90000016779,0008
90000016816,0006
90000016836,0007
90000016854,0006
90000016872,0000
90000016924,0008
90000016945,0000
90000016996,0000
90000017024,0000
90000017096,0000
90000017115,0000
90000017187,0000
90000017206,0000
90000017230,0000
90000017267,0000
90000017349,0000
90000017368,0000
90000017421,0000
90000017455,0000
90000017531,0000
90000017557,0000
90000017602,0000
90000017788,0007
90000017865,0006
90000017896,0000
90000017928,0000
90000017971,0000
90000017978,0000
90000018038,0000
90000018051,0000
90000018060,0000
90000018097,0000
90000018134,0007
90000018228,0000
90000018323,0000
90000018382,0000
90000018442,0000
90000018553,0000
90000018624,0000
90000018676,0007
90000018726,0000
90000018745,0006
90000018803,0000
90000018843,0008
90000018845,0000
90000018906,0000
90000018929,0000
90000018932,0007
90000018946,0000
90000019007,0000
90000019056,0000
90000019063,0000
90000019069,0000
90000019108,0000
90000019159,0000
90000019163,0007
90000019232,0008
90000019321,0000
90000019349,0000
90000019391,0000
90000019395,0000
90000019476,0007
90000019495,0007
90000019559,0006
90000019597,0000
90000019621,0000
90000019771,0000
90000019943,0006
90000019965,0008
90000019966,0001
90000020019,0000
90000020036,0000
90000020062,0000
90000020073,0000
90000020075,0000
90000020093,0000
90000020172,0000
90000020247,0008
90000020286,0000
90000020501,0000
90000020528,0000
90000020537,0000
90000020576,0000
90000020630,0000
90000020636,0000
90000020646,0000
90000020712,0000
90000020735,0000
90000020750,0007
90000020799,0003
90000020850,0000
90000020878,0000
90000020892,0000
90000020896,0005
90000020920,0000
90000020925,0000
90000021042,0002
90000021077,0000
90000021090,0000
90000021214,0000
90000021244,0007
90000021291,0000
90000021292,0000
90000021315,0000
90000021343,0000
90000021405,0000
90000021425,0000
90000021483,0000
90000021488,0000
90000021524,0000
90000021588,0000
90000021637,0007
90000021646,0000
90000021685,0000
90000021715,0006
90000021751,0000
90000021798,0000
90000021829,0000
90000021873,0000
90000022033,0007
90000022061,0000
90000022096,0000
90000022132,0000
90000022166,0000
90000022170,0000
90000022179,0000
90000022203,0000
90000022265,0000
90000022329,0000
90000022415,0000
90000022457,0000
90000022474,0000
90000022520,0000
90000022610,0000
90000022642,0000
90000022650,0000
90000022656,0000
90000022768,0000
90000022789,0000
90000022811,0000
90000022838,0000
90000022870,0000
90000022872,0000
90000022960,0000
90000022962,0000
90000022971,0008
90000022983,0006
90000023026,0000
90000023077,0000
90000023080,0000
90000023110,0000
90000023126,0000
90000023129,0000
90000023171,0000
90000023201,0000
90000023279,0000
90000023282,0000
90000023286,0000
90000023288,0005
90000023316,0001
90000023345,0000
90000023363,0000
90000023469,0000
90000023470,0000
90000023472,0006
90000023551,0000
90000023658,0007
90000023665,0000
90000023674,0000
90000023679,0000
90000023684,0000
90000023736,0000
90000023763,0000
90000023875,0000
90000023888,0000
90000023898,0008
90000023899,0000
90000023936,0006
90000024035,0000
90000024065,0006
90000024309,0000
90000024339,0007
90000024460,0006
90000024588,0000
90000024612,0006
90000024670,0000
90000024686,0000
90000024702,0000
90000024818,0000
90000024884,0000
90000024915,0000
90000024940,0005
90000024942,0008
90000025036,0000
90000025043,0000
90000025097,0008
90000025151,0000
90000025274,0000
90000025300,0000
90000025301,0000
90000025308,0000
90000025374,0000
90000025438,0008
90000025502,0000
90000025515,0000
90000025534,0000
90000025580,0000
90000025635,0000
90000025660,0000
90000025669,0006
90000025710,0000
90000025746,0000
90000025812,0007
90000025835,0000
90000025874,0005
90000025883,0000
90000025900,0000
90000025943,0000
90000026052,0000
90000026158,0000
90000026245,0000
90000026380,0000
90000026435,0000
90000026446,0000
90000026490,0005
90000026514,0000
90000026524,0000
90000026529,0000
90000026619,0000
90000026690,0007
90000026747,0000
90000026767,0000
90000026821,0000
90000026858,0000
90000026887,0000
90000026898,0000
90000026922,0000
90000027052,0000
90000027063,0000
90000027072,0000
90000027098,0003
90000027110,0000
90000027148,0000
90000027248,0000
90000027285,0000
90000027300,0000
90000027327,0000
90000027340,0000
90000027362,0000
90000027483,0000
90000027543,0000
90000027567,0000
90000027595,0000
90000027664,0000
90000027773,0000
90000027808,0006
90000027810,0000
90000027843,0007
90000027858,0000
90000027868,0000
90000027934,0000
90000027979,0000
90000027985,0000
90000028020,0000
90000028023,0000
90000028035,0000
90000028143,0000
90000028153,0000
90000028175,0000
90000028259,0000
90000028341,0000
90000028346,0000
90000028356,0000
90000028372,0000
90000028433,0000
90000028508,0000
90000028532,0007
90000028548,0000
90000028551,0000
90000028552,0000
90000028563,0000
90000028564,0000
90000028610,0007
90000028617,0000
90000028650,0000
90000028674,0007
90000028695,0000
90000028703,0000
90000028707,0000
90000028791,0000
90000028849,0000
90000028892,0008
90000028906,0007
90000029012,0000
90000029070,0000
90000029074,0000
90000029108,0000
90000029156,0000
90000029159,0000
90000029221,0000
90000029414,0000
90000029519,0000
90000029555,0000
90000029662,0000
90000029694,0000
90000029698,0000
90000029824,0000
90000029862,0000
90000030024,0000
90000030050,0007
90000030071,0000
90000030162,0000
90000030237,0000
90000030310,0000
90000030358,0000
90000030373,0000
90000030395,0000
90000030431,0000
90000030462,0000
90000030463,0000
90000030577,0000
90000030645,0000
90000030648,0000
90000030758,0007
90000030765,0000
90000030788,0007
90000030838,0000
90000030870,0000
90000030907,0000
90000031025,0000
90000031028,0000
90000031051,0000
90000031064,0000
90000031070,0000
90000031095,0000
90000031107,0000
90000031171,0000
90000031254,0000
90000031284,0006
90000031347,0000
90000031423,0000
90000031427,0000
90000031494,0000
90000031604,0000
90000031625,0000
90000031660,0000
90000031712,0000
90000031752,0000
90000031798,0000
90000031827,0000
90000031841,0000
90000031911,0006
90000032027,0006
90000032087,0000
90000032120,0000
90000032246,0000
90000032268,0000
90000032311,0000
90000032376,0000
90000032460,0000
90000032495,0010
90000032540,0008
90000032625,0000
90000032701,0000
90000032754,0001
90000032783,0000
90000032994,0000
90000033070,0000
90000033136,0000
90000033178,0006
90000033197,0000
90000033282,0000
90000033284,0000
90000033300,0000
90000033382,0005
90000033457,0000
90000033462,0000
90000033487,0000
90000033563,0000
90000033567,0000
90000033601,0000
90000033649,0000
90000033686,0000
90000033756,0000
90000033759,0000
90000033878,0000
90000033937,0000
90000033968,0007
90000034036,0000
90000034047,0000
90000034147,0008
90000034149,0000
90000034182,0000
90000034224,0006
90000034293,0000
90000034322,0007
90000034413,0000
90000034496,0000
90000034510,0000
90000034603,0000
90000034668,0000
90000034705,0000
90000034743,0000
90000034744,0007
90000034783,0000
90000034965,0000
90000034987,0000
90000035024,0000
90000035063,0000
90000035071,0000
90000035101,0000
90000035107,0000
90000035108,0005
90000035164,0000
90000035235,0000
90000035253,0000
90000035356,0000
90000035410,0007
90000035411,0000
90000035491,0000
90000035505,0000
90000035808,0000
90000035812,0000
90000035878,0000
90000035911,0000
90000035933,0000
90000036019,0000
90000036029,0000
90000036068,0006
90000036107,0000
90000036196,0000
90000036219,0000
90000036250,0000
90000036267,0000
90000036355,0000
90000036428,0006
90000036452,0000
90000036486,0000
90000036493,0000
90000036509,0000
90000036618,0000
90000036632,0000
90000036701,0000
90000036801,0000
90000036828,0000
90000036847,0000
90000036856,0000
90000036965,0000
90000036977,0000
90000037061,0000
90000037075,0000
90000037086,0003
90000037103,0000
90000037143,0000
90000037220,0000
90000037294,0000
90000037343,0000
90000037415,0001
90000037429,0000
90000037434,0006
90000037501,0000
90000037554,0000
90000037561,0000
90000037664,0000
90000037669,0008
90000037672,0000
90000037694,0000
90000037730,0000
90000037796,0000
90000037823,0000
90000038085,0000
90000038104,0000
90000038111,0000
90000038133,0000
90000038166,0000
90000038194,0000
90000038276,0000
90000038357,0000
90000038378,0000
90000038395,0000
90000038415,0000
90000038426,0000
90000038445,0000
90000038474,0000
90000038550,0000
90000038570,0000
90000038647,0005
90000038649,0000
90000038685,0000
90000038702,0000
90000038731,0000
90000038801,0000
90000038843,0000
90000038858,0000
90000038890,0008
90000038917,0000
90000038960,0000
90000038973,0000
90000039009,0000
90000039089,0000
90000039117,0000
90000039168,0000
90000039226,0000
90000039300,0006
90000039392,0000
90000039434,0000
90000039461,0000
90000039535,0000
90000039543,0000
90000039557,0000
90000039590,0000
90000039592,0000
90000039794,0000
90000039795,0000
90000039807,0000
90000039861,0000
90000039862,0000
90000039894,0005
90000040007,0007
90000040011,0000
90000040018,0007
90000040028,0000
90000040255,0000
90000040304,0000
90000040307,0000
90000040368,0003
90000040434,0000
90000040453,0000
90000040478,0000
90000040626,0008
90000040656,0000
90000040694,0000
90000040732,0000
90000040749,0008
90000040872,0000
90000040898,0000
90000040970,0000
90000041069,0006
90000041152,0000
90000041174,0000
90000041179,0000
90000041269,0000
90000041291,0006
90000041296,0000
90000041318,0000
90000041446,0007
90000041455,0006
90000041492,0000
90000041498,0000
90000041511,0000
90000041516,0000
90000041521,0000
90000041550,0000
90000041560,0000
90000041570,0000
90000041628,0000
90000041662,0005
90000041678,0000
90000041766,0000
90000041862,0000
90000041864,0000
90000041905,0000
90000041940,0000
90000041963,0006
90000041980,0007
90000042030,0000
90000042054,0000
90000042101,0000
90000042133,0006
90000042160,0000
90000042205,0000
90000042243,0000
90000042313,0000
90000042322,0000
90000042330,0000
90000042422,0000
90000042533,0000
90000042674,0007
90000042681,0006
90000042710,0000
90000042793,0000
90000042833,0000
90000042956,0000
90000042984,0000
90000043021,0000
90000043071,0007
90000043121,0008
90000043186,0000
90000043194,0000
90000043214,0000
90000043250,0000
90000043362,0000
90000043384,0000
90000043394,0000
90000043407,0000
90000043440,0000
90000043527,0006
90000043570,0000
90000043619,0000
90000043630,0000
90000043643,0000
90000043771,0000
90000043786,0000
90000043792,0000
90000043814,0008
90000043826,0000
90000043832,0000
90000043841,0000
90000043857,0000
90000043868,0000
90000043885,0000
90000043909,0000
90000043917,0000
90000043998,0000
90000044007,0000
90000044011,0006
90000044035,0000
90000044045,0000
90000044075,0000
90000044080,0000
90000044169,0000
90000044189,0000
90000044222,0000
90000044225,0008
90000044332,0000
90000044346,0000
90000044448,0000
90000044458,0000
90000044461,0000
90000044466,0000
90000044760,0007
90000044790,0000
90000044796,0000
90000044886,0000
90000044997,0000
90000045138,0000
90000045173,0000
90000045229,0000
90000045278,0000
90000045284,0000
90000045299,0000
90000045312,0000
90000045314,0000
90000045341,0000
90000045369,0000
90000045464,0000
90000045472,0000
90000045509,0000
90000045609,0000
90000045627,0000
90000045660,0000
90000045664,0000
90000045705,0000
90000045819,0000
90000045940,0000
90000045956,0000
90000045962,0000
90000046039,0000
90000046042,0000
90000046182,0000
90000046251,0000
90000046308,0000
90000046328,0000
90000046334,0000
90000046335,0000
90000046445,0000
90000046571,0007
90000046588,0000
90000046595,0000
90000046739,0000
90000046742,0000
90000046759,0000
90000046766,0000
90000046798,0007
90000046943,0000
90000046953,0000
90000047079,0008
90000047100,0000
90000047171,0000
90000047185,0000
90000047264,0005
90000047285,0000
90000047323,0000
90000047347,0000
90000047348,0000
90000047356,0000
90000047458,0000
90000047474,0000
90000047563,0000
90000047568,0000
90000047724,0000
90000047763,0000
90000047777,0000
90000047875,0000
90000047954,0000
90000048088,0000
90000048092,0007
90000048099,0000
90000048122,0000
90000048167,0006
90000048199,0000
90000048205,0000
90000048213,0000
90000048260,0000
90000048308,0000
90000048325,0005
90000048362,0000
90000048400,0000
90000048418,0000
90000048502,0000
90000048581,0008
90000048609,0007
90000048615,0000
90000048736,0000
90000048743,0000
90000048769,0000
90000048797,0000
90000048818,0000
90000048951,0000
90000048965,0000
90000048977,0000
90000049075,0000
90000049116,0000
90000049146,0000
90000049218,0000
90000049222,0000
90000049285,0000
90000049295,0000
90000049296,0000
90000049315,0000
90000049371,0000
90000049436,0000
90000049442,0000
90000049512,0000
90000049515,0000
90000049579,0000
90000049590,0000
90000049640,0000
90000049686,0000
90000049845,0000
90000049962,0000
90000049988,0000
90000050049,0007
90000050114,0006
90000050187,0000
90000050197,0000
90000050213,0000
90000050259,0000
90000050321,0000
90000050335,0000
90000050394,0000
90000050467,0000
90000050484,0000
90000050496,0000
90000050515,0000
90000050588,0000
90000050600,0007
90000050654,0000
90000050809,0000
90000050819,0000
90000050860,0000
90000050873,0000
90000050934,0000
90000050951,0000
90000051040,0000
90000051068,0000
90000051071,0000
90000051158,0007
90000051197,0000
90000051262,0000
90000051357,0000
90000051361,0000
90000051428,0000
90000051455,0000
90000051535,0000
90000051538,0000
90000051618,0000
90000051690,0000
90000051922,0000
90000051994,0000
90000052030,0000
90000052057,0000
90000052067,0000
90000052079,0000
90000052149,0007
90000052162,0000
90000052168,0000
90000052203,0000
90000052213,0007
90000052240,0000
90000052259,0006
90000052401,0006
90000052466,0000
90000052468,0000
90000052524,0000
90000052560,0000
90000052615,0000
90000052748,0008
90000052779,0000
90000052791,0007
90000052862,0000
90000052870,0007
90000052972,0000
90000052978,0000
90000052994,0000
90000053030,0000
90000053053,0000
90000053061,0000
90000053076,0000
90000053109,0000
90000053172,0000
90000053182,0006
90000053186,0000
90000053194,0000
90000053198,0000
90000053255,0000
90000053264,0000
90000053297,0006
90000053382,0005
90000053394,0000
90000053403,0000
90000053541,0000
90000053554,0000
90000053560,0006
90000053580,0000
90000053591,0000
90000053600,0005
90000053636,0000
90000053663,0000
90000053742,0000
90000053747,0000
90000053760,0000
90000053766,0000
90000053848,0000
90000053967,0000
90000053991,0000
90000054009,0000
90000054078,0000
90000054099,0000
90000054116,0000
90000054214,0000
90000054230,0000
90000054281,0000
90000054441,0007
90000054484,0007
90000054488,0000
90000054503,0000
90000054548,0000
90000054583,0000
90000054591,0000
90000054634,0000
90000054683,0006
90000054718,0006
90000054770,0000
90000054846,0000
90000054847,0000
90000054871,0000
90000054952,0000
90000055132,0008
90000055175,0000
90000055177,0000
90000055287,0000
90000055368,0000
90000055378,0001
90000055397,0007
90000055473,0000
90000055481,0000
90000055486,0000
90000055498,0001
90000055499,0000
90000055511,0000
90000055537,0000
90000055555,0000
90000055617,0000
90000055629,0000
90000055667,0000
90000055695,0000
90000055760,0000
90000055805,0008
90000055869,0000
90000055892,0000
90000055928,0000
90000055929,0000
90000055945,0000
90000055986,0000
90000056026,0000
90000056070,0000
90000056105,0000
90000056118,0000
90000056135,0000
90000056136,0006
90000056170,0000
90000056195,0000
90000056225,0000
90000056263,0000
90000056383,0000
90000056397,0000
90000056452,0000
90000056611,0000
90000056614,0000
90000056615,0000
90000056688,0000
90000056788,0000
90000056862,0000
90000056863,0006
90000056940,0000
90000056963,0000
90000056980,0000
90000057029,0010
90000057092,0006
90000057221,0000
90000057230,0000
90000057270,0000
90000057282,0000
90000057391,0000
90000057423,0007
90000057451,0000
90000057482,0000
90000057602,0000
90000057665,0000
90000057787,0000
90000057791,0000
90000057796,0000
90000057870,0000
90000057961,0000
90000058000,0008
90000058012,0000
90000058062,0008
90000058087,0000
90000058092,0000
90000058103,0000
90000058121,0000
90000058136,0000
90000058137,0000
90000058139,0000
90000058167,0000
90000058208,0000
90000058212,0006
90000058249,0000
90000058252,0000
90000058255,0000
90000058273,0008
90000058337,0000
90000058342,0000
90000058372,0007
90000058383,0000
90000058400,0000
90000058401,0000
90000058410,0006
90000058415,0000
90000058420,0000
90000058422,0000
90000058435,0008
90000058691,0005
90000058788,0000
90000058801,0005
90000058860,0000
90000058864,0000
90000058883,0000
90000058891,0000
90000058941,0000
90000058958,0000
90000058976,0000
90000059045,0007
90000059127,0000
90000059168,0000
90000059179,0000
90000059202,0009
90000059372,0008
90000059383,0000
90000059400,0007
90000059405,0000
90000059474,0000
90000059492,0007
90000059525,0000
90000059560,0000
90000059572,0000
90000059611,0000
90000059650,0000
90000059823,0000
90000059919,0000
90000059986,0000
90000060074,0000
90000060090,0007
90000060101,0000
90000060129,0000
90000060190,0000
90000060269,0000
90000060301,0005
90000060393,0000
90000060476,0000
90000060548,0000
90000060643,0000
90000060672,0000
90000060705,0000
90000060736,0000
90000060782,0000
90000060788,0000
90000060879,0000
90000060891,0000
90000060898,0000
90000060949,0007
90000060979,0000
90000061005,0006
90000061029,0000
90000061037,0008
90000061095,0000
90000061105,0007
90000061158,0000
90000061239,0000
90000061241,0000
90000061299,0000
90000061469,0000
90000061493,0000
90000061577,0002
90000061612,0000
90000061655,0006
90000061673,0000
90000061704,0001
90000061720,0000
90000061808,0000
90000061854,0000
90000061882,0000
90000061906,0000
90000061911,0000
90000061990,0000
90000061994,0000
90000062001,0000
90000062053,0000
90000062118,0007
90000062227,0000
90000062270,0000
90000062310,0000
90000062337,0001
90000062343,0000
90000062451,0000
90000062456,0000
90000062486,0006
90000062507,0000
90000062549,0000
90000062550,0000
90000062604,0000
90000062728,0000
90000062758,0000
90000062785,0000
90000062800,0000
90000062806,0000
90000062909,0000
90000062966,0000
90000062997,0000
90000063050,0000
90000063144,0000
90000063220,0000
90000063244,0000
90000063271,0006
90000063325,0000
90000063409,0000
90000063430,0000
90000063444,0000
90000063463,0000
90000063481,0000
90000063519,0000
90000063528,0000
90000063535,0007
90000063537,0000
90000063588,0000
90000063631,0007
90000063640,0000
90000063686,0000
90000063688,0000
90000063753,0000
90000063971,0005
90000063980,0000
90000064011,0007
90000064025,0000
90000064069,0000
90000064084,0000
90000064144,0000
90000064169,0000
90000064174,0000
90000064225,0000
90000064230,0000
90000064287,0006
90000064293,0000
90000064305,0000
90000064334,0006
90000064355,0000
90000064395,0000
90000064469,0000
90000064503,0000
90000064542,0000
90000064556,0008
90000064608,0000
90000064612,0000
90000064710,0000
90000064777,0000
90000064780,0000
90000064786,0000
90000064831,0009
90000064843,0000
90000064911,0000
90000064924,0000
90000064931,0000
90000064945,0000
90000065111,0000
90000065159,0000
90000065221,0000
90000065282,0000
90000065287,0000
90000065339,0006
90000065343,0000
90000065349,0000
90000065366,0000
90000065425,0006
90000065511,0007
90000065531,0000
90000065585,0000
90000065595,0000
90000065617,0000
90000065691,0000
90000065715,0000
90000065741,0000
90000065794,0000
90000065799,0000
90000065885,0000
90000065960,0000
90000066002,0000
90000066047,0000
90000066079,0000
90000066099,0000
90000066166,0000
90000066176,0000
90000066222,0000
90000066258,0000
90000066299,0000
90000066451,0000
90000066569,0000
90000066633,0000
90000066679,0007
90000066762,0000
90000066789,0000
90000066905,0006
90000066997,0009
90000067021,0006
90000067086,0000
90000067094,0009
90000067106,0000
90000067138,0000
90000067209,0000
90000067316,0000
90000067375,0000
90000067376,0000
90000067384,0000
90000067412,0000
90000067441,0000
90000067469,0000
90000067485,0000
90000067537,0009
90000067569,0000
90000067613,0000
90000067616,0000
90000067715,0000
90000067833,0000
90000067845,0000
90000067857,0000
90000067907,0000
90000067931,0000
90000067934,0000
90000068027,0000
90000068069,0000
90000068159,0000
90000068213,0000
90000068312,0006
90000068360,0009
90000068388,0000
90000068470,0000
90000068496,0000
90000068545,0006
90000068613,0000
90000068632,0000
90000068769,0006
90000068785,0008
90000068794,0000
90000068966,0000
90000069005,0000
90000069024,0006
90000069191,0000
90000069198,0008
90000069226,0000
90000069242,0000
90000069267,0006
90000069385,0008
90000069424,0000
90000069480,0001
90000069507,0000
90000069612,0000
90000069618,0000
90000069661,0000
90000069731,0000
90000069796,0000
90000069817,0000
90000070004,0000
90000070029,0000
90000070034,0008
90000070106,0000
90000070142,0007
90000070262,0000
90000070322,0008
90000070387,0000
90000070497,0000
90000070689,0000
90000070750,0000
90000070816,0000
90000070834,0000
90000070837,0000
90000070841,0000
90000070852,0000
90000070857,0008
90000070945,0007
90000071029,0006
90000071058,0007
90000071074,0008
90000071108,0000
90000071130,0000
90000071159,0000
90000071187,0000
90000071225,0000
90000071267,0000
90000071316,0000
90000071338,0000
90000071349,0000
90000071413,0000
90000071534,0000
90000071617,0006
90000071633,0000
90000071770,0000
90000071818,0000
90000071889,0000
90000071911,0006
90000072079,0007
90000072131,0008
90000072162,0000
90000072190,0008
90000072246,0007
90000072276,0000
90000072360,0000
90000072452,0000
90000072472,0000
90000072538,0000
90000072569,0000
90000072573,0000
90000072590,0000
90000072598,0000
90000072658,0006
90000072745,0000
90000072748,0000
90000072752,0000
90000072799,0007
90000072825,0000
90000072835,0000
90000072933,0000
90000073000,0000
90000073036,0006
90000073103,0005
90000073111,0000
90000073139,0000
90000073177,0000
90000073185,0000
90000073229,0000
90000073321,0000
90000073375,0006
90000073400,0000
90000073422,0000
90000073489,0000
90000073520,0000
90000073522,0000
90000073551,0000
90000073570,0000
90000073601,0000
90000073602,0005
90000073641,0000
90000073735,0000
90000073793,0000
90000073815,0000
90000073866,0000
90000073877,0000
90000073883,0005
90000073957,0000
90000074029,0000
90000074098,0000
90000074099,0000
90000074117,0000
90000074131,0000
90000074273,0000
90000074316,0000
90000074418,0000
90000074443,0000
90000074444,0000
90000074446,0000
90000074480,0000
90000074492,0000
90000074496,0000
90000074584,0000
90000074600,0000
90000074657,0000
90000074670,0000
90000074682,0000
90000074706,0000
90000074723,0000
90000074890,0000
90000074907,0000
90000074946,0000
90000075009,0000
90000075015,0000
90000075039,0000
90000075064,0000
90000075107,0000
90000075180,0000
90000075265,0000
90000075272,0000
90000075287,0000
90000075303,0000
90000075321,0000
90000075337,0000
90000075404,0009
90000075433,0000
90000075452,0000
90000075475,0000
90000075479,0000
90000075555,0007
90000075566,0000
90000075574,0000
90000075637,0000
90000075638,0000
90000075694,0008
90000075711,0000
90000075759,0000
90000075798,0000
90000075867,0000
90000075933,0000
90000075937,0000
90000076044,0000
90000076087,0000
90000076106,0000
90000076127,0000
90000076192,0000
90000076228,0008
90000076313,0000
90000076357,0000
90000076389,0000
90000076436,0000
90000076494,0000
90000076581,0000
90000076586,0007
90000076599,0000
90000076742,0000
90000076795,0006
90000076864,0000
90000076879,0007
90000076988,0000
90000077045,0000
90000077134,0008
90000077257,0000
90000077267,0000
90000077340,0000
90000077388,0005
90000077409,0000
90000077451,0000
90000077536,0000
90000077545,0000
90000077576,0000
90000077690,0008
